3052,1228,3128,1
3068,1229,3077,2
3067,1221,3147,3
3953,1323,3054,4
4857,1350,2907,5
4853,1355,3161,6
4850,1247,3007,7
4850,1249,2954,8
3053,1331,2961,9
3052,1228,2993,10
2962,3162,2909,11
3018,2967,2828,12
2889,2717,3072,13
2942,3002,2874,14
2833,2925,2935,15
2977,3164,2804,16
2994,2930,2980,17
2746,2863,3064,18
2924,3033,2856,19
2979,3066,2856,20
2751,3085,3067,21
3048,3062,3004,22
2942,2918,3043,23
2924,3021,2996,24
3041,3196,2891,25
2955,3167,3032,26
2966,3157,2918,27
3163,2923,3046,28
2777,2980,3044,29
3018,2992,2932,30
3054,2955,3006,31
2999,2977,3008,32
3118,3094,3111,33
2919,3157,2954,34
3086,2943,3032,35
3045,2874,2981,36
3000,3112,3022,37
3200,2970,3082,38
3173,3311,2931,39
3128,3051,2879,40
3077,2954,3149,41
3147,2938,3004,42
3054,3104,3041,43
2907,3291,2916,44
3161,3045,3229,45
3007,3043,2994,46
2954,3067,3147,47
2961,3016,2891,48
2993,2972,2936,49
2970,2972,3084,50
2981,2922,2924,51
2950,3143,2935,52
2933,3211,2817,53
3069,2874,3204,54
2866,3058,3089,55
2883,2956,3073,56
3152,2853,2921,57
2922,2762,3127,58
3023,3063,3060,59
2910,3036,2923,60
3143,3033,2963,61
2946,3146,2916,62
2885,3016,2867,63
3154,3189,2795,64
2922,2961,3010,65
3048,3156,2901,66
2972,3064,2998,67
2999,3153,2919,68
3001,2769,2898,69
3023,2952,2916,70
2982,3236,2925,71
3032,2900,3070,72
2777,3003,3129,73
3207,2778,3097,74
2957,2968,3057,75
3080,3189,2954,76
3078,3130,2964,77
2929,2912,3069,78
3044,3177,3056,79
3190,2978,2922,80
2991,3112,2926,81
2935,2990,2898,82
3111,3005,3052,83
2983,2843,2953,84
2903,3031,3109,85
3028,2880,2769,86
2953,2889,2991,87
2924,2823,3154,88
3051,2959,3018,89
3155,2931,3077,90
3002,2956,2776,91
2972,3029,3092,92
3036,2934,3192,93
3071,2828,3085,94
2965,2934,3091,95
3141,3007,2977,96
3064,2830,3097,97
3226,3030,2960,98
3219,2958,3063,99
3056,2960,3014,100
