616,38,319,1
310,607,1137,2
320,4025,618,3
530,8868,1240,4
303,46,1314,5
1109,2837,774,6
521,2624,237,7
124,8094,1294,8
617,3109,307,9
1106,1924,192,10
324,3806,262,11
1113,8368,271,12
822,3741,439,13
522,1842,355,14
816,408,672,15
617,65,385,16
627,1100,166,17
518,139,1037,18
219,2800,1368,19
108,5611,44,20
304,7464,90,21
320,1841,593,22
1021,1624,5,23
809,2521,459,24
1025,5234,522,25
1029,6734,249,26
1110,8395,1230,27
504,728,359,28
1123,384,156,29
821,2474,449,30
1113,7818,228,31
325,2312,356,32
629,4674,613,33
518,1668,660,34
621,4734,133,35
416,102,816,36
425,3561,282,37
624,2504,720,38
730,3975,184,39
724,3428,353,40
929,8074,598,41
1005,6206,292,42
116,7671,346,43
510,2509,617,44
802,8846,368,45
1126,6307,784,46
726,8883,674,47
1026,3021,519,48
524,4447,848,49
913,1644,1087,50
324,20,316,51
1027,3747,1380,52
223,8381,726,53
1223,4206,728,54
114,2752,150,55
330,87,438,56
427,4304,895,57
306,2661,249,58
501,8531,1226,59
1019,2219,451,60
207,1354,803,61
910,2838,370,62
926,2382,198,63
112,135,1324,64
1213,3112,264,65
827,1575,482,66
1227,3901,480,67
928,8295,618,68
202,6851,1343,69
523,8312,557,70
402,6255,359,71
326,6612,656,72
1029,2412,255,73
712,8303,168,74
105,3725,676,75
428,7853,778,76
619,73,1020,77
513,6258,1323,78
803,1378,549,79
1122,3905,1339,80
1222,5832,553,81
429,5341,172,82
203,7504,286,83
707,8478,341,84
523,2443,718,85
1028,7200,35,86
206,1714,937,87
915,6838,310,88
521,8851,166,89
603,1273,1462,90
1020,2101,501,91
417,6262,41,92
624,2387,557,93
908,8361,1520,94
620,1265,3,95
622,8846,359,96
1014,6022,707,97
1003,6641,1313,98
807,1046,1305,99
322,6461,1219,100
213,7782,1321,101
1026,6236,819,102
1122,6047,120,103
718,4168,108,104
310,3105,1380,105
422,8002,1214,106
1123,7753,155,107
508,6211,244,108
1123,551,1660,109
313,3812,413,110
912,3101,585,111
128,4107,449,112
906,6225,820,113
1231,3139,136,114
519,7126,148,115
330,2252,240,116
706,2311,247,117
704,2133,1342,118
1121,3367,589,119
526,867,108,120
328,6563,2262,121
522,1481,402,122
118,3258,925,123
527,6104,301,124
927,267,385,125
824,6267,1352,126
227,8215,392,127
518,486,1039,128
330,3032,216,129
502,7407,165,130
521,6536,168,131
516,8177,517,132
625,2735,683,133
1028,3700,231,134
810,6041,575,135
724,1741,111,136
402,666,379,137
827,4144,283,138
